movieid,title,cluster_no,rating
26413,Snake in the Eagle's Shadow (Se ying diu sau),1,3.25
26422,Hair,7,3.17
26429,Love at First Bite,21,4.0
26444,"Hitch Hikers Guide to the Galaxy, The",9,4.0
26453,Smiley's People,0,4.0
26464,Blue Thunder,19,3.0
26467,"Day After, The",0,3.0
26471,Eddie Murphy Delirious,1,4.38
26472,"Norte, El",0,3.5
26492,Twilight Zone: The Movie,15,3.0
26498,Boy Meets Girl,0,3.5
128594,Boy Meets Girl,10,3.5
26504,Cloak & Dagger,8,3.25
26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)",11,2.25
26523,"Silent Night, Deadly Night",15,3.5
26524,"Times of Harvey Milk, The",3,4.5
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),7,4.0
26528,Anne of Green Gables,0,4.5
26539,Death of a Salesman,0,3.0
26542,Ewoks: The Battle for Endor,11,3.0
26547,Police Story (Ging chaat goo si),8,4.25
26554,"Quiet Earth, The",0,4.25
26555,Spies Like Us,1,2.75
26562,White Nights,0,3.0
26564,'Round Midnight,0,3.5
26567,Club Paradise,1,2.0
26578,"Sacrifice, The (Offret - Sacraficatio)",0,4.17
26585,"Better Tomorrow, A (Ying hung boon sik)",16,3.83
26587,"Decalogue, The (Dekalog)",5,5.0
26590,G.I. Joe: The Movie,11,2.0
26593,Hell Comes to Frogtown,18,2.0
26599,"Law of Desire (Ley del deseo, La)",10,4.0
26603,Prince of Darkness,15,4.5
26606,"Chinese Ghost Story, A (Sinnui yauwan)",17,4.25
26612,"Better Tomorrow II, A (Ying hung boon sik II)",16,4.0
26622,Dominick and Eugene,0,3.0
26629,Killer Klowns from Outer Space,17,2.0
26630,Moonwalker,3,3.0
26631,Alice (Neco z Alenky),2,3.75
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille),1,4.0
26649,Lonesome Dove,0,3.75
26662,Kiki's Delivery Service (Majo no takkyûbin),11,4.06
26676,Almost an Angel,1,2.5
26680,Cry-Baby,21,3.8
26681,Bullet in the Head,14,4.0
26686,Ghost Dad,1,1.5
26693,It,13,3.4
175303,It,17,3.4
26694,Ju Dou,0,3.5
26695,"Krays, The",0,3.5
26696,Lionheart,14,0.5
26700,Nuns on the Run,20,2.25
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),8,3.0
26704,State of Grace,16,4.0
26712,35 Up,3,4.0
26713,Days of Being Wild (A Fei jingjyuhn),5,4.5
26717,Begotten,0,0.5
26726,Dutch,1,2.5
26729,Hearts of Darkness: A Filmmakers Apocalypse,3,3.8
26732,Johnny Stecchino,1,4.0
26736,Riki-Oh: The Story of Ricky (Lik Wong),8,4.5
26741,Mannequin 2: On the Move,21,1.5
26743,Only Yesterday (Omohide poro poro),0,2.5
26745,Other People's Money,10,2.5
26750,Quigley Down Under,0,3.25
26761,Prime Suspect 2,16,3.0
26764,Captain America,12,1.0
102735,Captain America,14,1.0
26765,City Hunter (Sing si lip yan),21,2.75
26776,Porco Rosso (Crimson Pig) (Kurenai no buta),11,3.89
26777,"Stolen Children (Ladro di bambini, Il)",0,4.0
26778,Ladybugs,1,3.0
26782,"Mambo Kings, The",0,2.0
26791,Shining Through,5,1.5
26792,Sidekicks,6,1.5
26796,"Heart in Winter, A (Un coeur en hiver)",5,3.5
26797,Visions of Light: The Art of Cinematography,3,3.0
26810,Bad Boy Bubby,0,4.83
26812,Barbarians at the Gate,0,2.75
26819,Fortress,18,2.5
26828,Mr. Nanny,1,1.5
26838,"Snapper, The",7,3.0
26840,Sonatine (Sonachine),19,5.0
26849,"Stand, The",17,5.0
26854,"Darkman II: Return of Durant, The",19,2.5
26861,Freaked,9,3.5
26865,Fist of Legend (Jing wu ying xiong),14,3.38
26870,Major League II,1,2.67
26871,My Father the Hero,21,2.25
26875,"Pure Formality, A (Pura formalità, Una)",8,4.0
26887,"Langoliers, The",15,3.0
26900,"Last Wedding, The (Kivenpyörittäjän kylä)",7,3.0
26901,Last of the Dogmen,3,2.5
26903,Whisper of the Heart (Mimi wo sumaseba),5,3.8
26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),14,1.5
26928,"Summer's Tale, A (Conte d'été)",10,5.0
26940,"Late Shift, The",1,2.5
26947,Pusher,8,2.5
26965,"Boxer, The",13,3.5
26974,Gummo,0,3.17
26985,Nirvana,18,4.5
26999,"Lion King II: Simba's Pride, The",11,3.0
27002,From the Earth to the Moon,14,3.5
27003,Beowulf,18,2.61
55995,Beowulf,6,2.61
27006,RKO 281,0,3.5
27008,From Dusk Till Dawn 2: Texas Blood Money,20,1.0
27020,Gia,5,3.4
27022,Thursday,8,4.0
27032,Who Am I? (Wo shi shei),12,3.5
27036,Merlin,6,3.0
27074,Brave New World,9,1.5
27075,Addams Family Reunion,2,3.0
27105,Purgatory,3,2.5
27124,Bleeder,13,2.0
27134,Dark Portals: The Chronicles of Vidocq  (Vidocq),19,4.0
27140,Candyman 3: Day of the Dead,17,3.0
27155,"Batman/Superman Movie, The",11,2.0
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",18,4.3
27176,Style Wars,3,4.5
27178,In July (Im Juli),21,4.0
27186,Kirikou and the Sorceress (Kirikou et la sorcière),11,4.0
27193,Taxi 2,1,3.88
27246,If These Walls Could Talk 2,5,4.0
27251,"10th Kingdom, The",11,2.75
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord)",0,3.5
27266,2046,5,4.07
27306,Bartleby,7,1.5
27311,Batman Beyond: Return of the Joker,12,3.5
27317,Audition (Ôdishon),13,3.75
27320,"Nine Lives of Tomas Katz, The",7,5.0
27328,Monday,8,4.5
27329,Paradise Lost 2: Revelations,3,4.0
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),11,4.0
27369,Daria: Is It Fall Yet?,1,4.0
27370,Late Night Shopping,1,4.5
27373,61*,0,5.0
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA),16,4.25
27408,Ripley's Game,13,3.33
27416,Jalla! Jalla!,10,3.75
27420,Teknolust,10,2.0
27426,"Accidental Spy, The (Dak miu mai shing)",12,2.5
27434,Darkness,17,1.5
27441,Blood: The Last Vampire,17,2.83
73488,Blood: The Last Vampire,15,2.83
27450,Blueberry,3,2.5
27473,American Psycho II: All American Girl,15,2.5
27478,Ali G Indahouse,1,3.0
27480,Dead or Alive 2: Tôbôsha,8,4.5
27482,Cube 2: Hypercube,17,3.75
27491,Pulse (Kairo),15,3.0
27513,Dog Days (Hundstage),0,3.0
27523,My Sassy Girl (Yeopgijeogin geunyeo),21,5.0
27537,Nothing,9,3.5
27539,Undertaking Betty (Plots with a View),21,2.5
27549,Dead or Alive: Final,16,1.5
27555,Fubar,1,3.75
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",1,4.33
27584,Dead End,15,3.5
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot),16,3.8
27595,Jesus Christ Vampire Hunter,1,0.5
27604,Suicide Club (Jisatsu saakuru),15,3.12
27611,Battlestar Galactica,0,3.82
27618,"Sound of Thunder, A",12,2.75
27619,"Lion King 1½, The",11,4.5
27627,Oasis,5,4.5
27644,Remember Me (Ricordati di me),10,3.5
27660,"Animatrix, The",18,3.7
27664,"Brown Bunny, The",0,3.25
27667,Ju-on: The Curse,17,3.0
27674,11:14,16,3.75
27683,Tremors 4: The Legend Begins,12,2.0
27685,Bring It On Again,1,1.75
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",8,2.5
27692,And Starring Pancho Villa as Himself,14,3.5
27695,Nicotina,7,3.0
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),14,5.0
27705,In Hell,14,1.5
27706,Lemony Snicket's A Series of Unfortunate Events,11,3.16
27708,Helen of Troy,14,4.0
27716,"Green Butchers, The (Grønne slagtere, De)",10,4.5
27721,"Very Long Engagement, A (Un long dimanche de fiançailles)",5,3.67
27722,Last Life in the Universe (Ruang rak noi nid mahasan),5,4.17
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),12,2.17
27731,"Cat Returns, The (Neko no ongaeshi)",11,3.75
27741,"Twilight Samurai, The (Tasogare Seibei)",5,3.83
27744,"Facing Windows (Finestra di fronte, La)",5,4.5
27746,Ginger Snaps: Unleashed,15,3.0
27751,'Salem's Lot,13,5.0
27762,Comic Book: The Movie,1,2.5
27768,Intimate Strangers (Confidences trop intimes),0,3.75
27769,Down to the Bone,0,3.0
27772,Ju-on: The Grudge,17,2.58
27773,Old Boy,4,4.09
27776,Red Lights (Feux rouges),0,4.5
27778,Ginger Snaps Back: The Beginning,17,3.0
27784,One Missed Call (Chakushin ari),17,1.5
27788,"Jacket, The",13,3.0
27790,Millions,20,3.5
27793,Starship Troopers 2: Hero of the Federation,18,1.5
27801,Ong-Bak: The Thai Warrior (Ong Bak),12,4.0
27802,Infernal Affairs 2 (Mou gaan dou II),8,3.0
27803,"Sea Inside, The (Mar adentro)",0,4.0
27808,Spanglish,10,3.36
27815,"Chorus, The (Choristes, Les)",0,3.91
27816,Saints and Soldiers,14,2.5
27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)",0,4.0
27821,"Interpreter, The",13,3.25
27822,Open Water,13,2.7
27826,Touch of Pink,10,4.0
27829,Slasher,3,3.5
27830,"Bobby Jones, Stroke of Genius",0,2.5
27831,Layer Cake,16,3.82
27834,"Return, The (Vozvrashcheniye)",0,4.33
27837,Flight of the Phoenix,6,2.88
27838,Mean Creek,13,3.75
27839,"Ring Two, The",13,2.3
27846,"Corporation, The",3,3.9
27850,"Yes Men, The",3,3.75
27865,Azumi,14,2.75
27866,In My Father's Den,0,3.5
27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),14,4.5
27873,Metallica: Some Kind of Monster,3,3.17
27878,Born into Brothels,3,3.88
27879,DiG!,3,4.12
27882,Riding Giants,3,4.0
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),7,2.75
27904,"Scanner Darkly, A",13,3.61
27905,Casshern,14,3.5
27912,Outfoxed: Rupert Murdoch's War on Journalism,3,3.3
30707,Million Dollar Baby,0,3.85
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu),20,4.75
30749,Hotel Rwanda,0,3.79
30793,Charlie and the Chocolate Factory,11,3.0
30803,3-Iron (Bin-jip),5,4.5
30810,"Life Aquatic with Steve Zissou, The",11,3.49
30812,"Aviator, The",0,3.53
30816,"Phantom of the Opera, The",5,3.17
30818,Beyond the Sea,0,2.0
30820,"Woodsman, The",0,3.83
30822,In Good Company,7,3.45
30825,Meet the Fockers,1,3.11
30846,"Assassination of Richard Nixon, The",16,3.5
30848,"Love Song for Bobby Long, A",0,3.17
30850,"Merchant of Venice, The",0,3.75
30883,Fat Albert,1,1.5
30890,"Keys to the House, The (Chiavi di casa, Le)",0,3.0
30894,White Noise,13,2.5
30898,"Upside of Anger, The",10,3.17
30994,Little Miss Marker,7,4.0
31000,Sweet Liberty,1,2.5
31030,I Remember Mama,0,4.0
31038,Smooth Talk,5,4.0
31083,Man Trouble,21,2.0
31086,Battles Without Honor & Humanity (Jingi naki tatakai),16,3.5
31101,Stander,19,3.5
31114,Imaginary Heroes,7,3.0
31116,Sergeant York,0,3.83
31123,Ruby & Quentin (Tais-toi!),20,2.5
31150,Wizards,2,2.0
31162,"Life and Death of Peter Sellers, The",7,3.0
31184,Appleseed (Appurushîdo),18,3.83
31193,"Many Adventures of Winnie the Pooh, The",2,3.5
31221,Elektra,19,2.05
31223,Racing Stripes,1,2.0
31225,Coach Carter,0,3.07
31260,Boys Town,0,3.5
31297,Gold Diggers of 1935,1,3.5
31309,Rocco and His Brothers (Rocco e i suoi fratelli),16,3.5
31364,Memories of Murder (Salinui chueok),16,4.7
31367,"Chase, The",8,2.0
31410,"Downfall (Untergang, Der)",0,3.88
31422,Are We There Yet?,1,0.5
31424,Alone in the Dark,12,0.5
31427,Hide and Seek,15,2.33
31431,Boogeyman,13,2.0
31433,"Wedding Date, The",21,3.14
31435,Rory O'Shea Was Here (Inside I'm Dancing),0,4.5
31437,Nobody Knows (Dare mo shiranai),0,4.25
31445,Employee of the Month,7,2.69
48520,Employee of the Month,1,2.69
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",0,5.0
31545,"Trou, Le (Hole, The) (Night Watch, The)",20,4.0
31553,Double Dragon,18,1.0
31590,Hands Off the Loot (Touchez pas au grisbi),16,3.0
31610,Purple Butterfly (Zi hudie),0,4.0
31617,El Cid,14,3.0
31658,Howl's Moving Castle (Hauru no ugoku shiro),11,4.08
31660,Steamboy (Suchîmubôi),18,3.0
31664,Gorgeous (Boh lee chun),21,3.5
31685,Hitch,21,3.17
31692,Uncle Nino,1,0.5
31694,Bride & Prejudice,21,3.25
31696,Constantine,15,3.47
31698,Son of the Mask,11,1.0
31700,Because of Winn-Dixie,7,3.17
31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),0,4.0
31737,Bunny Lake Is Missing,4,3.5
31804,Night Watch (Nochnoy dozor),15,3.25
31851,Sons of the Desert,1,3.0
31878,Kung Fu Hustle (Gong fu),1,3.58
31903,Zelary,5,4.0
31909,Dr. Giggles,1,4.0
31921,"Seven-Per-Cent Solution, The",16,2.5
31925,Royal Flash,21,4.0
31952,Control (Kontroll),20,3.5
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),0,3.5
32009,Tyler Perry's Diary of a Mad Black Woman,10,2.67
32011,Cursed,15,2.17
32017,"Pacifier, The",1,2.71
32019,Be Cool,20,2.44
32022,Gunner Palace,3,3.67
32029,Hostage,8,3.05
32031,Robots,11,3.03
32058,Class Action,0,2.0
32060,"Cat and the Canary, The",17,3.0
32116,"Oh, God! You Devil",1,2.5
32139,"Agony and the Ecstasy, The",0,4.0
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),16,4.0
32213,Cube Zero,15,2.67
32234,Julia,0,2.75
129333,Julia,15,2.75
32243,Stealing Rembrandt (Rembrandt),19,3.5
32289,Ice Princess,7,3.38
32291,Melinda and Melinda,7,3.1
32294,Milk and Honey,0,3.5
32296,Miss Congeniality 2: Armed and Fabulous,20,2.25
32298,Guess Who,21,2.33
32300,D.E.B.S.,1,2.83
32302,"League of Ordinary Gentlemen, A",3,4.0
32314,Incident at Loch Ness,1,3.5
32387,"Sword of Doom, The (Dai-bosatsu tôge)",14,4.25
32392,800 Bullets (800 Balas),20,2.5
32440,If Looks Could Kill,1,2.0
32442,Greedy,1,2.5
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",7,4.25
32460,Knockin' on Heaven's Door,19,4.25
32511,"Touch of Zen, A (Xia nu)",6,4.5
32515,Walker,0,2.5
32554,Memories (Memorîzu),4,3.83
32582,"Wild Parrots of Telegraph Hill, The",3,4.75
32584,"Ballad of Jack and Rose, The",0,3.12
32587,Sin City,8,3.86
32589,Beauty Shop,1,2.0
32596,Sahara,6,3.07
32600,Eros,0,3.75
147002,Eros,5,3.75
32620,Not on the Lips (Pas sur la bouche),21,3.5
32632,Electra Glide in Blue,19,3.5
32649,"Special Day, A (Giornata particolare, Una)",0,4.0
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",0,4.25
32659,Tanguy,1,2.5
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),1,1.0
32728,"Little Girl Who Lives Down the Lane, The",13,4.0
32743,Ringu 0: Bâsudei,13,3.0
32770,Brothers (Brødre),0,4.25
32799,Maidens in Uniform (Mädchen in Uniform),5,3.5
32862,With Six You Get Eggroll,21,4.0
32875,Holiday (Jour de fête),1,3.0
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),0,2.75
32898,"Trip to the Moon, A (Voyage dans la lune, Le)",18,3.5
32906,"Ascent, The (Voskhozhdeniye)",0,3.5
32917,Boccaccio '70,21,4.0
33004,"Hitchhiker's Guide to the Galaxy, The",9,3.42
33090,Mutant Aliens,9,4.0
33124,Before the Fall (NaPolA - Elite für den Führer),0,3.5
33126,"Frisco Kid, The",1,2.5
33132,State Property 2,19,1.5
33138,Palindromes,7,5.0
33145,"Lot Like Love, A",10,3.0
33148,King's Ransom,20,2.5
33154,Enron: The Smartest Guys in the Room,3,4.0
33158,xXx: State of the Union,8,2.0
33162,Kingdom of Heaven,14,3.5
33171,Mysterious Skin,0,2.0
33188,Mischief,21,2.5
33201,Between Your Legs (Entre las piernas),13,4.5
33237,San Francisco,5,4.0
33294,Vampire Hunter D,17,2.5
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",5,4.5
33312,"Cocoanuts, The",1,3.5
33421,Dear Wendy,0,3.67
33435,Los Angeles Plays Itself,3,3.5
33437,Unleashed (Danny the Dog),8,3.44
33493,Star Wars: Episode III - Revenge of the Sith,18,3.43
33495,Kicking & Screaming,1,2.64
33499,Monster-in-Law,21,2.5
33558,"Snow Walker, The",0,3.0
33564,Divorce - Italian Style (Divorzio all'italiana),1,4.5
33615,Madagascar,11,3.38
33629,Airborne,1,2.5
33639,Mad Hot Ballroom,3,3.33
33644,Dominion: Prequel to the Exorcist,15,2.5
33649,Saving Face,10,5.0
33660,Cinderella Man,5,4.09
33669,"Sisterhood of the Traveling Pants, The",7,3.07
33672,Lords of Dogtown,7,3.0
33677,Rock School,3,3.5
33681,"Adventures of Sharkboy and Lavagirl 3-D, The",6,1.75
33683,High Tension (Haute tension) (Switchblade Romance),15,3.75
33725,It's All Gone Pete Tong,7,3.17
33779,Eddie Izzard: Dress to Kill,1,4.5
33781,Quo Vadis,5,3.0
33794,Batman Begins,19,3.86
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),18,3.0
33815,"Perfect Man, The",10,3.0
33826,Saint Ralph,7,2.5
33830,Herbie: Fully Loaded,21,3.17
33834,Land of the Dead,15,3.12
33836,Bewitched,21,2.27
33838,Rize,3,3.5
33880,Me and You and Everyone We Know,7,3.75
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",20,4.5
33896,3 Extremes (Three... Extremes) (Saam gaang yi),17,3.33
33903,"Edukators, The (Die Fetten Jahre sind vorbei)",10,4.0
33966,Cop and ½,1,1.5
34018,At the Circus,1,3.0
34048,War of the Worlds,12,3.14
64997,War of the Worlds,18,3.14
34072,"March of the Penguins (Marche de l'empereur, La)",3,3.56
34129,Rebound,1,3.0
34143,Dark Water,13,2.0
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",0,3.0
34150,Fantastic Four,18,2.68
122902,Fantastic Four,18,2.68
34153,Murderball,3,3.83
34162,Wedding Crashers,21,3.51
34164,Happy Endings,7,3.5
34271,Hustle & Flow,16,3.75
34292,Hardware,18,1.5
34312,"Calcium Kid, The",1,5.0
34319,"Island, The",12,3.35
34321,Bad News Bears,1,3.0
34323,"Devil's Rejects, The",19,3.71
34326,Last Days,0,3.0
34330,November,0,3.0
34332,Sky High,6,2.79
144522,Sky High,15,2.79
34334,Stealth,12,2.5
34336,Must Love Dogs,21,2.0
34338,"Aristocrats, The",1,3.35
34359,Georgy Girl,1,4.0
34397,"Order, The",14,3.0
34405,Serenity,18,3.94
34437,Broken Flowers,7,3.48
34450,Miracles - Mr. Canton and Lady Rose,19,4.5
34520,"Dukes of Hazzard, The",6,2.08
34523,The Chumscrubber,7,2.0
34528,Junebug,7,3.67
34530,Deuce Bigalow: European Gigolo,1,2.83
34532,"Skeleton Key, The",13,3.0
34534,Four Brothers,19,3.57
34536,The Great Raid,14,3.17
34540,Pretty Persuasion,7,3.0
34542,Grizzly Man,3,3.7
34800,Private Resort,1,1.5
34811,Pusher II: With Blood on My Hands,8,2.5
35015,Duma,0,3.5
35347,Animal Farm,0,1.0
35807,"Teahouse of the August Moon, The",1,4.0
35836,"40-Year-Old Virgin, The",21,3.55
35957,Red Eye,15,3.39
36276,Hidden (a.k.a. Cache) (Caché),13,2.5
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),11,4.0
36363,Kin-Dza-Dza!,7,3.75
36397,Valiant,11,1.5
36401,"Brothers Grimm, The",15,2.62
36477,"Baxter, The",10,4.0
36509,"Cave, The",12,2.67
36517,"Constant Gardener, The",13,3.46
36519,Transporter 2,8,3.22
36525,Just Like Heaven,21,2.69
36529,Lord of War,8,3.71
36533,Cry_Wolf (a.k.a. Cry Wolf),13,2.25
36535,Everything Is Illuminated,7,3.78
36537,Thumbsucker,7,3.33
36708,Family Guy Presents Stewie Griffin: The Untold Story,11,3.71
36850,Police Story 2 (Ging chaat goo si juk jaap),8,3.75
36931,New Police Story (Xin jing cha gu shi),19,3.5
37211,Go West,1,3.0
37240,Why We Fight,3,3.5
37380,Doom,18,2.15
37382,Domino,16,2.88
37384,Waiting...,1,3.27
37386,Aeon Flux,18,2.76
37444,Frankenstein 90,21,4.0
37475,"Unfinished Life, An",0,3.0
37477,"Man, The",19,2.5
37495,Survive Style 5+,4,3.5
37545,Woyzeck,0,3.25
37720,"Exorcism of Emily Rose, The",16,2.92
37727,Flightplan,14,2.86
37729,Corpse Bride,2,3.53
37731,Green Street Hooligans (a.k.a. Hooligans),16,3.72
37733,"History of Violence, A",8,3.5
37739,"Greatest Game Ever Played, The",0,3.3
37741,Capote,16,3.87
37830,Final Fantasy VII: Advent Children,18,3.55
37844,Roll Bounce,10,2.0
37853,Into the Blue,8,2.5
37857,MirrorMask,11,3.61
38038,Wallace & Gromit in The Curse of the Were-Rabbit,11,3.63
38061,Kiss Kiss Bang Bang,20,4.07
38095,"Bittersweet Life, A (Dalkomhan insaeng)",19,4.17
38159,"Short Film About Love, A (Krótki film o milosci)",5,4.5
38164,"All This, and Heaven Too",5,4.0
38198,Darwin's Nightmare,3,4.0
38294,Beowulf & Grendel,6,2.5
38304,No Direction Home: Bob Dylan,3,4.62
38388,Goal! The Dream Begins (Goal!),0,4.25
38583,"Wraith, The",12,2.5
38798,In Her Shoes,7,3.12
38886,"Squid and the Whale, The",7,3.44
38992,Two for the Money,0,3.5
39183,Brokeback Mountain,5,3.56
39231,Elizabethtown,10,3.5
39234,North Country,0,3.5
39292,"Good Night, and Good Luck.",16,3.78
39307,Dreamer: Inspired by a True Story,0,2.5
39381,"Proposition, The",16,3.56
39414,Shopgirl,10,3.0
39427,Stay,4,3.0
39435,"Legend of Zorro, The",14,2.9
39444,"Weather Man, The",7,3.39
39446,Saw II,15,2.81
39449,Prime,10,2.6
39516,Don't Move (Non ti muovere),0,4.5
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),1,2.14
39801,"Great Yokai War, The (Yôkai daisensô)",11,2.75
39869,Manderlay,0,4.12
40148,Revolver,16,3.36
40278,Jarhead,14,3.68
40339,Chicken Little,18,2.29
40412,Dead Man's Shoes,8,4.75
40414,Joyeux Noël (Merry Christmas),0,3.7
40478,Night of the Lepus,15,2.5
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",7,5.0
40578,Sword of the Beast (Kedamono no ken),14,3.0
40581,Just Friends,21,2.92
40583,Syriana,13,3.53
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),7,2.0
40614,Derailed,13,2.7
72424,Derailed,12,2.7
40617,Creep,15,3.0
136602,Creep,15,3.0
40629,Pride & Prejudice,5,3.56
40723,Wolf Creek,15,3.25
40732,"Descent, The",13,3.55
40815,Harry Potter and the Goblet of Fire,6,3.82
40819,Walk the Line,5,3.76
40826,Rent,5,3.15
40851,Zathura,6,3.38
40870,C.R.A.Z.Y.,0,3.5
40946,Sarah Silverman: Jesus Is Magic,1,2.0
40955,Breakfast on Pluto,7,3.88
40959,"Ice Harvest, The",8,3.67
40966,"Libertine, The",0,3.5
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",15,4.0
41285,Match Point,5,3.44
41527,Paradise Now,16,4.0
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",11,3.44
41571,Memoirs of a Geisha,5,3.58
41573,"Family Stone, The",10,2.88
41617,Havoc,5,2.75
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),14,3.5
41712,"Room for Romeo Brass, A",7,4.0
41716,"Matador, The",7,3.21
41724,Wal-Mart: The High Cost of Low Price,3,4.5
41769,Mozart and the Whale,10,2.5
41828,Don't Look Now: We're Being Shot At (La grande vadrouille),1,4.5
41863,"Three Burials of Melquiades Estrada, The",16,4.0
41997,Munich,8,3.81
42004,Transamerica,7,3.5
42007,Rumor Has It...,10,2.83
42009,Cheaper by the Dozen 2,1,1.88
42011,Fun with Dick and Jane,20,2.18
42013,"Ringer, The",1,2.75
42015,Casanova,10,3.0
42018,Mrs. Henderson Presents,7,2.0
42176,"Ear, The (Ucho)",13,4.0
42191,Luxo Jr.,2,3.75
42285,"Dentist, The",15,3.0
42418,"New World, The",5,3.2
42422,Voices of a Distant Star (Hoshi no koe),5,4.5
42556,7 Faces of Dr. Lao,17,5.0
42559,Samurai Assassin (Samurai),14,3.0
42602,"Boys of Baraka, The",3,3.5
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),16,4.0
42638,Grand Theft Parsons,7,2.5
42718,District 13 (Banlieue 13),19,3.8
42723,Hostel,17,2.86
42725,Grandma's Boy,1,2.57
42728,Tristan & Isolde,5,3.6
42730,Glory Road,0,3.75
42732,Last Holiday,1,3.62
91666,Last Holiday,10,3.62
42734,Hoodwinked!,2,3.25
42738,Underworld: Evolution,17,3.09
42740,Looking for Comedy in the Muslim World,1,3.5
42761,Casper Meets Wendy,11,4.5
42943,Revolution,0,2.5
42946,Project A ('A' gai waak),1,4.0
43289,"Bird People in China, The (Chûgoku no chôjin)",7,4.0
43333,Water,5,3.5
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),0,4.62
43396,"World's Fastest Indian, The",0,3.79
43419,Bandidas,19,1.0
43460,Tristram Shandy: A Cock and Bull Story,7,3.33
43549,Helter Skelter,19,3.5
43556,Annapolis,0,2.75
43558,Big Momma's House 2,19,2.0
43560,Nanny McPhee,2,3.17
43677,"Tuskegee Airmen, The",0,2.0
43679,Final Destination 3,15,2.83
43684,Something New,10,4.5
43708,Block Party (a.k.a. Dave Chappelle's Block Party),1,3.17
43744,Imagine Me & You,10,3.5
43869,Curious George,11,3.5
43871,Firewall,16,2.75
43908,London,0,3.0
43912,Freedomland,16,2.0
43914,Winter Passing,0,4.0
43917,Eight Below,14,3.0
43919,Date Movie,21,0.83
43928,Ultraviolet,12,1.92
43930,Just My Luck,21,3.0
43932,Pulse,12,1.75
43936,16 Blocks,8,3.0
44004,Failure to Launch,21,3.25
44020,Ultimate Avengers,18,2.75
44022,Ice Age 2: The Meltdown,11,3.22
44189,Ask the Dust,5,4.0
44191,V for Vendetta,12,3.88
44193,She's the Man,21,3.75
44195,Thank You for Smoking,7,4.03
44197,Find Me Guilty,20,3.0
44199,Inside Man,16,3.8
44204,Tsotsi,16,3.25
44225,Aquamarine,2,2.0
44238,Leprechaun 2,17,2.5
44241,Leprechaun 3,17,2.0
44243,Leprechaun 4: In Space,17,0.5
44301,Lights in the Dusk (Laitakaupungin valot),16,3.5
44511,Unknown White Male,3,3.5
44555,"Lives of Others, The (Das leben der Anderen)",5,4.12
44597,Youth of the Beast (Yaju no seishun),19,4.0
44613,Take the Lead,0,3.75
44633,"Devil and Daniel Johnston, The",3,4.5
44657,Mouchette,0,3.0
44665,Lucky Number Slevin,16,3.86
44694,Volver,7,3.81
44709,Akeelah and the Bee,0,3.8
44731,Stay Alive,15,1.33
44759,Basic Instinct 2,16,2.17
